34097,2011-11-15,DR Congo,Eswatini,5,1,FIFA World Cup qualification
34098,2011-11-15,Costa Rica,Spain,2,2,Friendly
34099,2011-11-15,Croatia,Turkey,0,0,UEFA Euro qualification
34100,2011-11-15,Curaçao,United States Virgin Islands,6,1,FIFA World Cup qualification
34101,2011-11-15,Denmark,Finland,2,1,Friendly
34102,2011-11-15,Ecuador,Peru,2,0,FIFA World Cup qualification
34103,2011-11-15,El Salvador,Suriname,4,0,FIFA World Cup qualification
34104,2011-11-15,England,Sweden,1,0,Friendly
34105,2011-11-15,France,Belgium,0,0,Friendly
34106,2011-11-15,Germany,Netherlands,3,0,Friendly
34107,2011-11-15,Ghana,Gabon,2,1,Friendly
34108,2011-11-15,Greece,Romania,1,3,Friendly
34109,2011-11-15,Grenada,Guatemala,1,4,FIFA World Cup qualification
34110,2011-11-15,Guinea,Burkina Faso,1,1,Friendly
34111,2011-11-15,Haiti,Antigua and Barbuda,2,1,FIFA World Cup qualification
34112,2011-11-15,Indonesia,Iran,1,4,FIFA World Cup qualification
34113,2011-11-15,Republic of Ireland,Estonia,1,1,UEFA Euro qualification
34114,2011-11-15,Italy,Uruguay,0,1,Friendly
34115,2011-11-15,Jordan,Iraq,1,3,FIFA World Cup qualification
34116,2011-11-15,Kenya,Seychelles,4,0,FIFA World Cup qualification
34117,2011-11-15,North Korea,Japan,1,0,FIFA World Cup qualification
34118,2011-11-15,Kuwait,United Arab Emirates,2,1,FIFA World Cup qualification
34119,2011-11-15,Lebanon,South Korea,2,1,FIFA World Cup qualification
34120,2011-11-15,Luxembourg,Switzerland,0,1,Friendly
34121,2011-11-15,North Macedonia,Albania,0,0,Friendly
34122,2011-11-15,Madagascar,Equatorial Guinea,2,1,FIFA World Cup qualification
34123,2011-11-15,Montenegro,Czech Republic,0,1,UEFA Euro qualification
34124,2011-11-15,Mozambique,Comoros,4,1,FIFA World Cup qualification
34125,2011-11-15,Namibia,Djibouti,4,0,FIFA World Cup qualification
34126,2011-11-15,Niger,Botswana,1,1,Friendly
34127,2011-11-15,Nigeria,Zambia,2,0,Friendly
34128,2011-11-15,Panama,Dominica,3,0,FIFA World Cup qualification
34129,2011-11-15,Poland,Hungary,2,1,Friendly
34130,2011-11-15,Portugal,Bosnia and Herzegovina,6,2,UEFA Euro qualification
34131,2011-11-15,Qatar,Bahrain,0,0,FIFA World Cup qualification
34132,2011-11-15,Rwanda,Eritrea,3,1,FIFA World Cup qualification
34133,2011-11-15,Saudi Arabia,Oman,0,0,FIFA World Cup qualification
34134,2011-11-15,Singapore,China PR,0,4,FIFA World Cup qualification
34135,2011-11-15,Slovenia,United States,2,3,Friendly
34136,2011-11-15,Tanzania,Chad,0,1,FIFA World Cup qualification
34137,2011-11-15,Thailand,Australia,0,1,FIFA World Cup qualification
34138,2011-11-15,Togo,Guinea-Bissau,1,0,FIFA World Cup qualification
34139,2011-11-15,Trinidad and Tobago,Guyana,2,0,FIFA World Cup qualification
34140,2011-11-15,Ukraine,Austria,2,1,Friendly
34141,2011-11-15,Uzbekistan,Tajikistan,3,0,FIFA World Cup qualification
34142,2011-11-15,Venezuela,Bolivia,1,0,FIFA World Cup qualification
34143,2011-11-15,Zimbabwe,South Africa,2,1,Friendly
34144,2011-11-15,Saint Vincent and the Grenadines,Belize,0,2,FIFA World Cup qualification
34145,2011-11-16,Ethiopia,Somalia,5,0,FIFA World Cup qualification
34146,2011-11-16,India,Malaysia,3,2,Friendly
34147,2011-11-22,American Samoa,Tonga,2,1,FIFA World Cup qualification
34148,2011-11-22,Maldives,Seychelles,3,0,Friendly
34149,2011-11-22,Samoa,Cook Islands,3,2,FIFA World Cup qualification
34150,2011-11-24,American Samoa,Cook Islands,1,1,FIFA World Cup qualification
34151,2011-11-24,Maldives,Seychelles,2,1,Friendly
34152,2011-11-24,Samoa,Tonga,1,1,FIFA World Cup qualification
34153,2011-11-25,Burundi,Somalia,4,1,CECAFA Cup
34154,2011-11-25,Uganda,Zanzibar,2,1,CECAFA Cup
34155,2011-11-26,Samoa,American Samoa,1,0,FIFA World Cup qualification
34156,2011-11-26,Tanzania,Rwanda,0,1,CECAFA Cup
34157,2011-11-26,Tonga,Cook Islands,2,1,FIFA World Cup qualification
34158,2011-11-27,Zanzibar,Burundi,0,0,CECAFA Cup
34159,2011-11-27,Zimbabwe,Djibouti,2,0,CECAFA Cup
34160,2011-11-28,Kenya,Malawi,0,2,CECAFA Cup
34161,2011-11-28,Somalia,Uganda,0,4,CECAFA Cup
34162,2011-11-28,Sudan,Ethiopia,1,1,CECAFA Cup
34163,2011-11-29,India,Zambia,0,5,Friendly
34164,2011-11-29,Rwanda,Zimbabwe,2,0,CECAFA Cup
34165,2011-11-29,Tanzania,Djibouti,3,0,CECAFA Cup
34166,2011-11-30,Ethiopia,Kenya,0,2,CECAFA Cup
34167,2011-11-30,Malawi,Sudan,0,0,CECAFA Cup
34168,2011-12-01,Burundi,Uganda,1,0,CECAFA Cup
34169,2011-12-01,Somalia,Zanzibar,0,3,CECAFA Cup
34170,2011-12-02,Bangladesh,Pakistan,0,0,SAFF Cup
34171,2011-12-02,Curaçao,Bonaire,1,3,ABCS Tournament
34172,2011-12-02,Ethiopia,Malawi,1,1,CECAFA Cup
34173,2011-12-02,Maldives,Nepal,1,1,SAFF Cup
34174,2011-12-02,Rwanda,Djibouti,5,2,CECAFA Cup
34175,2011-12-02,Suriname,Aruba,0,0,ABCS Tournament
34176,2011-12-03,India,Afghanistan,1,1,SAFF Cup
34177,2011-12-03,Kenya,Sudan,0,1,CECAFA Cup
34178,2011-12-03,Sri Lanka,Bhutan,3,0,SAFF Cup
34179,2011-12-03,Tanzania,Zimbabwe,1,2,CECAFA Cup
34180,2011-12-04,Bangladesh,Nepal,0,1,SAFF Cup
34181,2011-12-04,Bonaire,Aruba,2,2,ABCS Tournament
34182,2011-12-04,Maldives,Pakistan,0,0,SAFF Cup
34183,2011-12-04,Suriname,Curaçao,2,0,ABCS Tournament
34184,2011-12-05,Burundi,Sudan,0,2,CECAFA Cup
34185,2011-12-05,India,Bhutan,5,0,SAFF Cup
34186,2011-12-05,Rwanda,Zanzibar,2,1,CECAFA Cup
34187,2011-12-05,Sri Lanka,Afghanistan,1,3,SAFF Cup
34188,2011-12-06,Bahrain,Palestine,0,1,Friendly
34189,2011-12-06,Maldives,Bangladesh,3,1,SAFF Cup
34190,2011-12-06,Pakistan,Nepal,1,1,SAFF Cup
34191,2011-12-06,Tanzania,Malawi,1,0,CECAFA Cup
34192,2011-12-06,Uganda,Zimbabwe,1,0,CECAFA Cup
34193,2011-12-07,Bhutan,Afghanistan,1,8,SAFF Cup
34194,2011-12-07,India,Sri Lanka,3,0,SAFF Cup
34195,2011-12-08,Sudan,Rwanda,1,2,CECAFA Cup
34196,2011-12-08,Tanzania,Uganda,1,3,CECAFA Cup
34197,2011-12-09,Afghanistan,Nepal,1,0,SAFF Cup
34198,2011-12-09,India,Maldives,3,1,SAFF Cup
34199,2011-12-10,Rwanda,Uganda,2,2,CECAFA Cup
34200,2011-12-10,Tanzania,Sudan,0,1,CECAFA Cup
34201,2011-12-11,Cuba,Costa Rica,1,1,Friendly
34202,2011-12-11,India,Afghanistan,4,0,SAFF Cup
34203,2011-12-14,Angola,Cameroon,1,1,Friendly
34204,2011-12-18,Angola,Zambia,1,0,Friendly
34205,2011-12-21,Chile,Paraguay,3,2,Friendly
34206,2011-12-22,Angola,Namibia,0,0,Friendly
34207,2011-12-22,Venezuela,Costa Rica,0,2,Friendly
34208,2011-12-28,Basque Country,Tunisia,0,2,Friendly
34209,2011-12-30,Catalonia,Tunisia,0,0,Friendly
34210,2012-01-06,Equatorial Guinea,South Africa,0,0,Friendly
34211,2012-01-07,Botswana,Zimbabwe,0,0,Friendly
34212,2012-01-09,Gabon,Burkina Faso,0,0,Friendly
34213,2012-01-09,Tunisia,Sudan,3,0,Friendly
34214,2012-01-11,Nigeria,Angola,0,0,Friendly
34215,2012-01-12,Senegal,Sudan,1,0,Friendly
34216,2012-01-13,Tunisia,Ivory Coast,0,2,Friendly
34217,2012-01-14,Angola,Sierra Leone,3,1,Friendly
34218,2012-01-14,Zambia,Namibia,0,0,Friendly
34219,2012-01-15,Oman,DR Congo,2,2,Friendly
34220,2012-01-15,São Tomé and Príncipe,Lesotho,1,0,African Cup of Nations qualification
34221,2012-01-16,Gabon,Sudan,0,0,Friendly
34222,2012-01-16,Ivory Coast,Libya,1,0,Friendly
34223,2012-01-17,Kuwait,Uzbekistan,1,0,Friendly
34224,2012-01-18,Bahrain,Sweden,0,2,Friendly
34225,2012-01-18,Thailand,Norway,0,1,King's Cup
34226,2012-01-21,Equatorial Guinea,Libya,1,0,African Cup of Nations
34227,2012-01-21,Senegal,Zambia,1,2,African Cup of Nations
34228,2012-01-21,United States,Venezuela,1,0,Friendly
34229,2012-01-22,Burkina Faso,Angola,1,2,African Cup of Nations
34230,2012-01-22,Ivory Coast,Sudan,1,0,African Cup of Nations
34231,2012-01-22,Lebanon,Iraq,1,0,Friendly
34232,2012-01-22,Lesotho,São Tomé and Príncipe,0,0,African Cup of Nations qualification
34233,2012-01-22,Trinidad and Tobago,Finland,2,3,Friendly
34234,2012-01-23,Gabon,Niger,2,0,African Cup of Nations
34235,2012-01-23,Morocco,Tunisia,1,2,African Cup of Nations
34236,2012-01-24,Ghana,Botswana,1,0,African Cup of Nations
34237,2012-01-24,Mali,Guinea,1,0,African Cup of Nations
34238,2012-01-25,Equatorial Guinea,Senegal,2,1,African Cup of Nations
34239,2012-01-25,Libya,Zambia,2,2,African Cup of Nations
34240,2012-01-25,Mexico,Venezuela,3,1,Friendly
34241,2012-01-25,Panama,United States,0,1,Friendly
34242,2012-01-26,Ivory Coast,Burkina Faso,2,0,African Cup of Nations
34243,2012-01-26,Sudan,Angola,2,2,African Cup of Nations
34244,2012-01-
[... Observation truncated due to length ...]
ey,Luxembourg,3,3,UEFA Nations League
44065,2022-09-22,Kazakhstan,Belarus,2,1,UEFA Nations League
44066,2022-09-22,Slovakia,Azerbaijan,1,2,UEFA Nations League
44067,2022-09-22,Latvia,Moldova,1,2,UEFA Nations League
44068,2022-09-22,Liechtenstein,Andorra,0,2,UEFA Nations League
44069,2022-09-23,Japan,United States,2,0,Kirin Challenge Cup
44070,2022-09-23,Algeria,Guinea,1,0,Friendly
44071,2022-09-23,Argentina,Honduras,3,0,Friendly
44072,2022-09-23,Bahrain,Cape Verde,1,2,Friendly
44073,2022-09-23,Brazil,Ghana,3,0,Friendly
44074,2022-09-23,Cameroon,Uzbekistan,0,2,Friendly
44075,2022-09-23,Canada,Qatar,2,0,Friendly
44076,2022-09-23,DR Congo,Burkina Faso,0,1,Friendly
44077,2022-09-23,Egypt,Niger,3,0,Friendly
44078,2022-09-23,Iran,Uruguay,1,0,Friendly
44079,2022-09-23,Iraq,Oman,1,1,Jordan International Tournament
44080,2022-09-23,Jordan,Syria,2,0,Jordan International Tournament
44081,2022-09-23,South Korea,Costa Rica,2,2,Friendly
44082,2022-09-23,Mali,Zambia,1,0,Friendly
44083,2022-09-23,Morocco,Chile,2,0,Friendly
44084,2022-09-23,Paraguay,United Arab Emirates,1,0,Friendly
44085,2022-09-23,Rwanda,Equatorial Guinea,0,0,Friendly
44086,2022-09-23,Saudi Arabia,Ecuador,0,0,Friendly
44087,2022-09-23,Germany,Hungary,0,1,UEFA Nations League
44088,2022-09-23,Italy,England,1,0,UEFA Nations League
44089,2022-09-23,Bosnia and Herzegovina,Montenegro,1,0,UEFA Nations League
44090,2022-09-23,Finland,Romania,1,1,UEFA Nations League
44091,2022-09-23,Georgia,North Macedonia,2,0,UEFA Nations League
44092,2022-09-23,Bulgaria,Gibraltar,5,1,UEFA Nations League
44093,2022-09-23,Estonia,Malta,2,1,UEFA Nations League
44094,2022-09-24,Bolivia,Senegal,0,2,Friendly
44095,2022-09-24,Colombia,Guatemala,4,1,Friendly
44096,2022-09-24,Fiji,Solomon Islands,2,2,MSG Prime Minister's Cup
44097,2022-09-24,Grenada,Saint Vincent and the Grenadines,1,3,Friendly
44098,2022-09-24,Hong Kong,Myanmar,0,0,Friendly
44099,2022-09-24,India,Singapore,1,1,Friendly
44100,2022-09-24,Indonesia,Curaçao,3,2,Friendly
44101,2022-09-24,Ivory Coast,Togo,2,1,Friendly
44102,2022-09-24,Laos,Maldives,1,3,Friendly
44103,2022-09-24,Madagascar,Congo,3,3,Friendly
44104,2022-09-24,Mauritania,Benin,1,0,Friendly
44105,2022-09-24,Mexico,Peru,1,0,Friendly
44106,2022-09-24,South Africa,Sierra Leone,4,0,Friendly
44107,2022-09-24,Tanzania,Uganda,1,0,Friendly
44108,2022-09-24,Vanuatu,Papua New Guinea,0,1,MSG Prime Minister's Cup
44109,2022-09-24,Czech Republic,Portugal,0,4,UEFA Nations League
44110,2022-09-24,Spain,Switzerland,1,2,UEFA Nations League
44111,2022-09-24,Armenia,Ukraine,0,5,UEFA Nations League
44112,2022-09-24,Scotland,Republic of Ireland,2,1,UEFA Nations League
44113,2022-09-24,Israel,Albania,2,1,UEFA Nations League
44114,2022-09-24,Slovenia,Norway,2,1,UEFA Nations League
44115,2022-09-24,Serbia,Sweden,4,1,UEFA Nations League
44116,2022-09-24,Northern Ireland,Kosovo,2,1,UEFA Nations League
44117,2022-09-24,Cyprus,Greece,1,0,UEFA Nations League
44118,2022-09-25,Thailand,Trinidad and Tobago,2,1,King's Cup
44119,2022-09-25,Malaysia,Tajikistan,0,0,King's Cup
44120,2022-09-25,New Zealand,Australia,0,2,Friendly
44121,2022-09-25,Niger,Liberia,0,0,Friendly
44122,2022-09-25,Austria,Croatia,1,3,UEFA Nations League
44123,2022-09-25,Denmark,France,2,0,UEFA Nations League
44124,2022-09-25,Wales,Poland,0,1,UEFA Nations League
44125,2022-09-25,Netherlands,Belgium,1,0,UEFA Nations League
44126,2022-09-25,Faroe Islands,Turkey,2,1,UEFA Nations League
44127,2022-09-25,Luxembourg,Lithuania,1,0,UEFA Nations League
44128,2022-09-25,Slovakia,Belarus,1,1,UEFA Nations League
44129,2022-09-25,Azerbaijan,Kazakhstan,3,0,UEFA Nations League
44130,2022-09-25,Andorra,Latvia,1,1,UEFA Nations League
44131,2022-09-25,Moldova,Liechtenstein,2,0,UEFA Nations League
44132,2022-09-26,Ethiopia,Sudan,2,2,Friendly
44133,2022-09-26,Iraq,Syria,1,0,Jordan International Tournament
44134,2022-09-26,Jordan,Oman,1,0,Jordan International Tournament
44135,2022-09-26,England,Germany,3,3,UEFA Nations League
44136,2022-09-26,Hungary,Italy,0,2,UEFA Nations League
44137,2022-09-26,Montenegro,Finland,0,2,UEFA Nations League
44138,2022-09-26,Romania,Bosnia and Herzegovina,4,1,UEFA Nations League
44139,2022-09-26,Gibraltar,Georgia,1,2,UEFA Nations League
44140,2022-09-26,North Macedonia,Bulgaria,0,1,UEFA Nations League
44141,2022-09-26,San Marino,Estonia,0,4,UEFA Nations League
44142,2022-09-27,Fiji,Papua New Guinea,0,1,MSG Prime Minister's Cup
44143,2022-09-27,Algeria,Nigeria,2,1,Friendly
44144,2022-09-27,Argentina,Jamaica,3,0,Friendly
44145,2022-09-27,Bahrain,Panama,0,2,Friendly
44146,2022-09-27,Brazil,Tunisia,5,1,Friendly
44147,2022-09-27,Brunei Darussalam,Laos,1,0,Friendly
44148,2022-09-27,Burkina Faso,Comoros,2,1,Friendly
44149,2022-09-27,Canada,Uruguay,0,2,Friendly
44150,2022-09-27,DR Congo,Sierra Leone,3,0,Friendly
44151,2022-09-27,Costa Rica,Uzbekistan,2,1,Friendly
44152,2022-09-27,Ecuador,Japan,0,0,Kirin Challenge Cup
44153,2022-09-27,Egypt,Liberia,3,0,Friendly
44154,2022-09-27,Equatorial Guinea,Togo,2,2,Friendly
44155,2022-09-27,Ghana,Nicaragua,1,0,Friendly
44156,2022-09-27,Honduras,Guatemala,2,1,Friendly
44157,2022-09-27,Indonesia,Curaçao,2,1,Friendly
44158,2022-09-27,Iran,Senegal,1,1,Friendly
44159,2022-09-27,Ivory Coast,Guinea,3,1,Friendly
44160,2022-09-27,South Korea,Cameroon,1,0,Friendly
44161,2022-09-27,Libya,Tanzania,2,1,Friendly
44162,2022-09-27,Madagascar,Benin,3,1,Friendly
44163,2022-09-27,Malta,Israel,2,1,Friendly
44164,2022-09-27,Mauritania,Congo,2,0,Friendly
44165,2022-09-27,Mexico,Colombia,2,3,Friendly
44166,2022-09-27,Nepal,Bangladesh,3,1,Friendly
44167,2022-09-27,Paraguay,Morocco,0,0,Friendly
44168,2022-09-27,Peru,El Salvador,4,1,Friendly
44169,2022-09-27,Qatar,Chile,2,2,Friendly
44170,2022-09-27,Saudi Arabia,United States,0,0,Friendly
44171,2022-09-27,South Africa,Botswana,1,0,Friendly
44172,2022-09-27,United Arab Emirates,Venezuela,0,4,Friendly
44173,2022-09-27,Vietnam,India,3,0,Friendly
44174,2022-09-27,Portugal,Spain,0,1,UEFA Nations League
44175,2022-09-27,Switzerland,Czech Republic,2,1,UEFA Nations League
44176,2022-09-27,Republic of Ireland,Armenia,3,2,UEFA Nations League
44177,2022-09-27,Ukraine,Scotland,0,0,UEFA Nations League
44178,2022-09-27,Albania,Iceland,1,1,UEFA Nations League
44179,2022-09-27,Norway,Serbia,0,2,UEFA Nations League
44180,2022-09-27,Sweden,Slovenia,1,1,UEFA Nations League
44181,2022-09-27,Kosovo,Cyprus,5,1,UEFA Nations League
44182,2022-09-27,Greece,Northern Ireland,3,1,UEFA Nations League
44183,2022-09-30,Fiji,Solomon Islands,1,0,MSG Prime Minister's Cup
44184,2022-10-01,Saint Vincent and the Grenadines,Grenada,1,5,Friendly
44185,2022-10-22,Saudi Arabia,North Macedonia,1,0,Friendly
44186,2022-10-23,Qatar,Guatemala,2,0,Friendly
44187,2022-10-26,Saudi Arabia,Albania,1,1,Friendly
44188,2022-10-27,Qatar,Honduras,1,0,Friendly
44189,2022-10-30,Saudi Arabia,Honduras,0,0,Friendly
44190,2022-11-05,Brunei,Timor-Leste,6,2,AFF Championship qualification
44191,2022-11-06,Saudi Arabia,Iceland,1,0,Friendly
44192,2022-11-07,Qatar,Panama,2,1,Friendly
44193,2022-11-08,Brunei,Timor-Leste,0,1,AFF Championship qualification
44194,2022-11-09,Albania,Qatar,0,1,Friendly
44195,2022-11-09,Cameroon,Jamaica,1,1,Friendly
44196,2022-11-09,Costa Rica,Nigeria,2,0,Friendly
44197,2022-11-09,Mexico,Iraq,4,0,Friendly
44198,2022-11-10,Iran,Nicaragua,1,0,Friendly
44199,2022-11-10,Saudi Arabia,Panama,1,1,Friendly
44200,2022-11-11,Bahrain,Canada,2,2,Friendly
44201,2022-11-11,South Korea,Iceland,1,0,Friendly
44202,2022-11-12,Iraq,Ecuador,0,0,Friendly
44203,2022-11-13,Syria,Algeria,0,1,Friendly
44204,2022-11-15,Venezuela,Panama,2,2,Friendly
44205,2022-11-16,Albania,Italy,1,3,Friendly
44206,2022-11-16,Algeria,Mali,1,1,Friendly
44207,2022-11-16,Andorra,Austria,0,1,Friendly
44208,2022-11-16,Cyprus,Bulgaria,0,2,Friendly
44209,2022-11-16,Czech Republic,Faroe Islands,5,0,Friendly
44210,2022-11-16,Dominican Republic,Cuba,2,4,Friendly
44211,2022-11-16,Gibraltar,Liechtenstein,2,0,Friendly
44212,2022-11-16,Iran,Tunisia,0,2,Friendly
44213,2022-11-16,Ivory Coast,Burundi,4,0,Friendly
44214,2022-11-16,Kosovo,Armenia,2,2,Friendly
44215,2022-11-16,Mexico,Sweden,1,2,Friendly
44216,2022-11-16,Moldova,Azerbaijan,1,2,Friendly
44217,2022-11-16,Nepal,Pakistan,1,0,Friendly
44218,2022-11-16,Nicaragua,El Salvador,1,0,Friendly
44219,2022-11-16,Oman,Germany,0,1,Friendly
44220,2022-11-16,Peru,Paraguay,1,0,Friendly
44221,2022-11-16,Poland,Chile,1,0,Friendly
44222,2022-11-16,Saudi Arabia,Croatia,0,1,Friendly
44223,2022-11-16,Turkey,Scotland,2,1,Friendly
