57676,mercedes-benz,a-klasa,gen-w169-2004-2012,2006,150231,1498,Gasoline,Wągrowiec,Wielkopolskie,11800
103947,nissan,qashqai,gen-i-2007-2013,2012,202000,1500,Diesel,Raków,Świętokrzyskie,33900
56017,mercedes-benz,cla-klasa,,2014,67000,1991,Gasoline,Tulce,Wielkopolskie,77000
83996,citroen,c5,gen-iii-2008,2010,274000,1997,Diesel,Miechucino,Pomorskie,26900
69211,renault,trafic,gen-ii-2001-2014,2005,81000,2500,Diesel,Lesznowola,Mazowieckie,40900
80986,alfa-romeo,giulia,,2021,1,1995,Gasoline,Kraków,Małopolskie,227500
20608,audi,a6-allroad,gen-c7-2012,2018,32559,2967,Diesel,Sopot,Pomorskie,205900
46531,ford,ecosport,,2021,9,998,Gasoline,Opole,Opolskie,101360
6749,opel,insignia,gen-a-2008-2017,2015,116828,1998,Gasoline,Kalisz,Wielkopolskie,57900
32888,bmw,x2,,2018,41900,1499,Gasoline,Szczecin,Zachodniopomorskie,139900
6794,opel,insignia,gen-a-2008-2017,2013,211608,1956,Diesel,Bratian,Warmińsko-mazurskie,44900
45890,ford,b-max,,2015,90300,998,Gasoline,Konin,Wielkopolskie,17900
86148,fiat,grande-punto,,2010,99000,1368,Gasoline,Gdów,Małopolskie,15900
103883,nissan,qashqai,gen-i-2007-2013,2007,186000,1995,Diesel,Gdańsk,Pomorskie,27900
46451,ford,c-max,gen-i-2003-2010-c-max,2010,295109,1997,Diesel,Białogard,Zachodniopomorskie,16600
65864,renault,koleos,,2017,43400,1995,Diesel,Sękocin Nowy,Mazowieckie,104900
70246,toyota,auris,gen-i-2006-2012-auris,2010,160262,1998,Diesel,Kielce,Świętokrzyskie,20500
19665,audi,a6,gen-c7-2011,2017,127653,2967,Diesel,Elbląg,Warmińsko-mazurskie,179900
67906,renault,megane,gen-iv-2016,2021,5,1332,Gasoline,Warszawa,Mazowieckie,84400
103826,nissan,primera,gen-p12-2001,2005,144307,1900,Diesel,Słupsk,Pomorskie,8490
100848,mini,cooper-s,,2021,7,1998,Gasoline,Gdynia,Pomorskie,148600
58047,mercedes-benz,a-klasa,gen-w177-2018,2021,1,1332,Gasoline,Szczecin,Zachodniopomorskie,51480
15791,audi,a4,gen-b8-2007-2015,2008,257890,2698,Diesel,Łęczyca,Łódzkie,37000
92918,hyundai,kona,,2020,5930,0,Electric,Konin,Wielkopolskie,191900
112430,seat,leon,gen-ii-2005-2012,2011,202700,1598,Diesel,Gorzyce,Śląskie,23900
76407,skoda,kamiq,,2021,16550,999,Gasoline,Kalisz,Wielkopolskie,90900
64510,renault,clio,gen-v-2019,2021,1,999,Gasoline,Warszawa,Mazowieckie,75900
18562,audi,a6,gen-c6-2004-2011,2010,260000,4163,Gasoline,Radziejowice,Mazowieckie,43000
70434,toyota,auris,gen-i-2006-2012-auris,2008,105730,1398,Gasoline,Łańcut,Podkarpackie,20500
37921,volkswagen,golf,gen-vii-2012,2017,170093,1598,Diesel,Poznań,Wielkopolskie,59900
66745,renault,megane,gen-iii-2008-2016,2015,63900,1197,Gasoline,Tarnowskie Góry,Śląskie,42999
13362,audi,a3,gen-8p-2003-2012,2008,220000,1896,Diesel,Brzesko,Małopolskie,25999
73953,toyota,yaris,gen-ii-2005-2011,2006,99800,1298,Gasoline,Grabów nad Prosną,Wielkopolskie,16700
45836,volkswagen,up,,2017,103000,999,Gasoline,Świebodzin,Lubuskie,20900
39832,volkswagen,passat,gen-b5-fl-2000-2005,2003,221340,1595,Gasoline,Płock,Mazowieckie,11300
91009,hyundai,i30,gen-iii-2017,2021,5,1482,Gasoline,Jelonek,Wielkopolskie,92100
35891,volkswagen,cc,,2014,154000,1984,Gasoline,Sławoborze,Zachodniopomorskie,46000
65614,renault,kadjar,,2020,15300,1332,Gasoline,Warszawa,Mazowieckie,94900
91656,hyundai,i40,,2012,120000,1999,Gasoline,Świebodzin,Lubuskie,47900
49402,ford,focus,gen-mk3-2010,2013,164000,998,Gasoline,Częstochowa,Śląskie,26999
116197,volvo,xc-60,gen-i-2008-2017,2011,225000,3192,Gasoline,Warszawa,Mazowieckie,33000
91529,hyundai,i40,,2012,186100,1685,Diesel,Świdwin,Zachodniopomorskie,33900
22760,audi,q7,gen-i-2005-2015,2011,205000,2995,Gasoline,Pluskowęsy,Kujawsko-pomorskie,79900
116629,volvo,xc-60,gen-ii-2017,2020,16112,1969,Hybrid,Poznań,Wielkopolskie,299900
107441,peugeot,308,,2022,1,1199,Gasoline,Poznań,Wielkopolskie,90300
95335,kia,pro-ceed,,2009,136500,1396,Gasoline,Krzyszkowice,Małopolskie,18500
71318,toyota,avensis,gen-iii-2009,2009,143800,1798,Gasoline,Nowy Sącz,Małopolskie,32500
71218,toyota,avensis,gen-iii-2009,2016,160000,1995,Diesel,Chorzów,Śląskie,49900
9493,opel,meriva,gen-i-2002-2010,2005,159000,1598,Gasoline,Lubaczów,Podkarpackie,8900
3981,opel,combo,gen-e-2018,2018,143000,1499,Diesel,Sokołów,Mazowieckie,64900
58466,mercedes-benz,b-klasa,gen-w245-2005-2011,2006,155403,1699,Gasoline,Radom,Mazowieckie,20900
111965,seat,ibiza,gen-iv-2008,2013,90000,1197,Gasoline,Leszno,Wielkopolskie,19900
20390,audi,a6,gen-c8-2018,2021,24060,1998,Gasoline,Wrocław,Dolnośląskie,249900
50713,ford,galaxy,gen-mk2-2006-2015,2013,205853,1997,Diesel,Jodłowno,Pomorskie,48900
103173,nissan,micra,gen-k12-2003-2010,2005,210300,1240,Gasoline,Toruń,Kujawsko-pomorskie,7999
15605,audi,a4,gen-b8-2007-2015,2009,181000,1984,Gasoline,Staszów,Świętokrzyskie,32999
80021,skoda,superb,gen-iii-2015,2018,148000,1968,Diesel,Zielonka,Mazowieckie,71500
71749,toyota,c-hr,,2022,1,1798,Hybrid,Chorzów,Śląskie,121700
19641,audi,a6,gen-c7-2011,2015,93000,1968,Diesel,Warszawa,Mazowieckie,115500
53693,ford,mondeo,gen-mk5-2014,2017,130000,1997,Diesel,Sosnowiec,Śląskie,73999
34550,bmw,x5,gen-g05-2018,2021,5,2998,Hybrid,Łódź,Łódzkie,438600
63248,renault,captur,,2021,500,999,LPG,Jaworzno,Śląskie,92600
105289,nissan,qashqai-2,,2012,183120,1598,Diesel,Golasowice,Śląskie,43950
13275,audi,a3,gen-8p-2003-2012,2009,233478,1968,Diesel,Kraków,Małopolskie,29999
5544,opel,corsa,gen-f-2019,2021,5,1199,Gasoline,Sosnowiec,Śląskie,42376
100250,mazda,cx-30,,2020,4300,2500,Gasoline,Wola Karczewska,Mazowieckie,112000
86673,fiat,punto,gen-ii-fl-2003,2006,160000,1242,Gasoline,Starachowice,Świętokrzyskie,5900
116814,volvo,xc-70,,2006,360000,2521,Gasoline,Pruszcz Gdański,Pomorskie,28900
115641,volvo,v70,gen-iii-2007-v70,2008,263000,2398,Diesel,Jaworznia,Świętokrzyskie,26900
82597,citroen,c4-cactus,,2019,51200,1199,Gasoline,Wisznice,Lubelskie,63900
14385,audi,a4,gen-b6-2000-2004,2001,221000,1984,Gasoline,Ryki,Lubelskie,9900
27181,bmw,seria-3,gen-e90-2005-2012,2007,85000,1998,Gasoline,Zielona Góra,Lubuskie,27900
6789,opel,insignia,gen-a-2008-2017,2010,292000,1998,LPG,Tarnów,Małopolskie,40000
34160,bmw,x5,gen-e70-2006-2013,2008,246000,2993,Diesel,Krosno Odrzańskie,Lubuskie,56500
61313,mercedes-benz,e-klasa,gen-w213-2016,2018,40000,2999,Gasoline,Wadowice,Małopolskie,299900
65472,renault,kadjar,,2019,67036,1332,Gasoline,Bielany Wrocławskie,Dolnośląskie,78000
26287,bmw,seria-3,gen-e46-1998-2007,2003,340300,1995,Diesel,Międzyrzecz,Lubuskie,9500
85657,fiat,bravo,gen-ii-2007-bravo,2014,213000,1598,Diesel,Toruń,Kujawsko-pomorskie,26600
19360,audi,a6,gen-c7-2011,2011,203044,2967,Diesel,Łódź,Łódzkie,76900
39462,volkswagen,multivan,,1996,224000,2461,Gasoline,Września,Wielkopolskie,19900
35983,volkswagen,crafter,,2013,211112,1968,Diesel,Poznań,Wielkopolskie,69000
65305,renault,grand-scenic,gen-ii-2003-2009-grand-scenic,2007,221000,1998,Gasoline,Kraków,Małopolskie,9900
8989,opel,insignia,gen-b-2017,2018,78500,1490,Gasoline,Lubicz Dolny,Kujawsko-pomorskie,84500
12404,opel,zafira,gen-c-2011,2015,139000,1598,Diesel,Żelazkowo,Wielkopolskie,39900
9969,opel,meriva,gen-ii-2010,2012,163000,1248,Diesel,Stara Wieś,Podkarpackie,19400
12305,opel,zafira,gen-c-2011,2017,177000,1956,Diesel,Ruda Śląska,Śląskie,54900
67306,renault,megane,gen-iii-2008-2016,2010,193700,1870,Diesel,Katowice,Śląskie,21900
87904,honda,accord,gen-viii-2008,2008,150500,1997,LPG,Kraków,Małopolskie,36000
112387,seat,leon,gen-ii-2005-2012,2007,181000,1595,Gasoline,Oświęcim,Małopolskie,10900
76448,skoda,kamiq,,2021,1,1500,Gasoline,Dobroń,Łódzkie,114900
30988,bmw,seria-5,gen-g30-2017,2021,5,1995,Diesel,Łódź,Łódzkie,323600
35790,volkswagen,caravelle,,2005,460000,2461,Diesel,Poręba,Śląskie,26000
28804,bmw,seria-3,gen-g20-2019,2019,97600,1995,Diesel,Gdynia,Pomorskie,139900
38169,volkswagen,golf,gen-vii-2012,2019,53100,1498,Gasoline,Modlniczka,Małopolskie,82900
7856,opel,zafira,gen-b-2005-2011,2006,232000,1796,Gasoline,Darłowo,Zachodniopomorskie,15900
60356,mercedes-benz,e-klasa,gen-w211-2002-2009,2007,249000,1796,LPG,Białystok,Podlaskie,33900
10100,opel,mokka,,2016,50351,1364,Gasoline,Lublin,Lubelskie,66900
39643,volkswagen,multivan,,2010,142000,2000,Diesel,Łódź,Łódzkie,105000
21575,audi,q3,,2021,7,1498,Gasoline,Kraków,Małopolskie,196500
37387,volkswagen,golf,gen-vi-2008-2013,2012,250000,1598,Diesel,Piaski,Wielkopolskie,25600
93721,hyundai,tucson,gen-i-2004-2010-tucson,2006,206370,1975,Gasoline,Lipówki,Mazowieckie,20900
112037,seat,ibiza,gen-iv-2008,2009,187500,1390,Gasoline,Olecko,Warmińsko-mazurskie,17900
74255,toyota,yaris,gen-iii-2011,2017,31329,1497,Hybrid,Zduńska Wola,Łódzkie,59900
74094,toyota,yaris,gen-iii-2011,2019,43512,1496,Gasoline,Wrocław,Dolnośląskie,59900
106080,peugeot,207,,2007,189000,1360,Gasoline,Słupca,Wielkopolskie,12900
47058,ford,fiesta,gen-mk6-2002-2008,2007,160000,1299,Gasoline,Rydułtowy,Śląskie,8900
78052,skoda,octavia,gen-iii-2013,2016,161479,1598,Diesel,Gdańsk,Pomorskie,48900
24530,bmw,seria-1,gen-e87-2004-2013,2008,207000,1995,Diesel,Toruń,Kujawsko-pomorskie,22000
40736,volkswagen,passat,gen-b7-2010-2014,2011,215000,1390,Gasoline,Włocławek,Kujawsko-pomorskie,27999
86184,fiat,grande-punto,,2006,232000,1368,Gasoline,Katowice,Śląskie,6999
89787,hyundai,elantra,gen-iv-2016-elantra,2017,65882,1591,Gasoline,Kraków,Małopolskie,59000
77990,skoda,octavia,gen-iii-2013,2017,142850,1598,Diesel,Przemyśl,Podkarpackie,43050
72361,toyota,corolla,gen-e21-2019,2021,6,1798,Hybrid,Modlnica,Małopolskie,112300
57265,mercedes-benz,gle-klasa,gen-w167-2019,2021,1,2925,Diesel,Kraków,Małopolskie,486300
42879,volkswagen,polo,gen-vi-2017,2017,83600,999,Gasoline,Bielsko-Biała,Śląskie,45900
31826,bmw,seria-7,gen-e38-1994-2001,2000,380000,3990,Diesel,Grodzisk Mazowiecki,Mazowieckie,45900
49853,ford,focus,gen-mk3-2010,2014,280000,1560,Diesel,Ruda Śląska,Śląskie,21500
88090,honda,cr-v,gen-iii-2006-2012,2009,139042,1997,Gasoline,Środa Śląska,Dolnośląskie,43900
100377,mini,clubman,,2021,5,1998,Gasoline,Katowice,Śląskie,161900
40927,volkswagen,passat,gen-b8-2014,2017,125966,1968,Diesel,Poznań,Wielkopolskie,92900
61991,mercedes-benz,s-klasa,gen-w222-2013,2013,275000,2987,Diesel,Przemyśl,Podkarpackie,160000
56022,mercedes-benz,cla-klasa,,2018,8100,1991,Gasoline,Wyszków,Mazowieckie,129700
10450,opel,mokka,,2016,53640,1598,Gasoline,Świętochłowice,Śląskie,62500
69959,toyota,auris,gen-ii-2012,2015,166370,1329,Gasoline,Gdańsk,Pomorskie,42900
6862,opel,insignia,gen-a-2008-2017,2009,210000,1598,Gasoline,Olsztyn,Warmińsko-mazurskie,22500
105290,nissan,qashqai-2,,2010,170000,1997,Gasoline,Zawiercie,Śląskie,39900
21252,audi,e-tron,,2021,100,0,Electric,Łódź,Łódzkie,383200
9490,opel,meriva,gen-i-2002-2010,2005,225000,1686,Diesel,Jarocin,Wielkopolskie,8700
86296,fiat,grande-punto,,2006,175100,1242,Gasoline,Bydgoszcz,Kujawsko-pomorskie,8900
81171,alfa-romeo,giulietta,,2010,191000,1956,Diesel,Częstochowa,Śląskie,34800
105586,nissan,x-trail,gen-iii-2014-x-trail,2017,55748,1618,Gasoline,Lublin,Lubelskie,85000
35694,volkswagen,caddy,gen-v-2021,2021,8,1968,Diesel,Gdynia,Pomorskie,159900
21304,audi,q2,,2017,79000,1395,Gasoline,Warszawa,Mazowieckie,106900
75361,skoda,fabia,gen-ii-2007,2010,124000,1198,Gasoline,Chojnice,Pomorskie,18500
9479,opel,meriva,gen-i-2002-2010,2004,98500,1796,Gasoline,Łódź,Łódzkie,10500
8733,opel,insignia,gen-b-2017,2017,53400,1956,Diesel,Czerwonak,Wielkopolskie,90500
37755,volkswagen,golf,gen-vii-2012,2018,126115,1395,Gasoline,Poznań,Wielkopolskie,71900
53502,ford,mondeo,gen-mk5-2014,2018,147866,1997,Diesel,Łódź,Łódzkie,89900
82410,citroen,c3-picasso,,2013,163500,1560,Diesel,Łask,Łódzkie,24900
85617,fiat,bravo,gen-ii-2007-bravo,2012,181234,1368,Gasoline,Okszów,Lubelskie,21499
2013,opel,astra,gen-j-2009-2015,2017,65503,1399,Gasoline,Kraczkowa,Podkarpackie,69900
106170,peugeot,207,,2010,198000,1600,Diesel,Gniezno,Wielkopolskie,15900
61108,mercedes-benz,e-klasa,gen-w213-2016,2022,0,0,Hybrid,Wrocław,Dolnośląskie,313774
53803,ford,mondeo,gen-mk5-2014,2016,145000,1999,Hybrid,Kłodzko,Dolnośląskie,62900
38445,volkswagen,golf,gen-vii-2012,2014,93400,1798,Gasoline,Siedlce,Mazowieckie,37500
99251,mazda,6,gen-iii-2012-6,2016,72000,2488,Gasoline,Kielce,Świętokrzyskie,75500
98919,mazda,6,gen-ii-2007-2013-6,2008,250000,1999,Gasoline,Poznań,Wielkopolskie,19900
2147,opel,astra,gen-j-2009-2015,2012,137000,1362,Gasoline,Rzeszów,Podkarpackie,29900
107092,peugeot,308,,2012,175000,1997,Diesel,Stary Sącz,Małopolskie,24900
105433,nissan,qashqai-2,,2010,172000,1997,Gasoline,Lublin,Lubelskie,36900
59238,mercedes-benz,c-klasa,gen-w204-2007-2014,2009,360000,2143,Diesel,Wieluń,Łódzkie,27500
110536,peugeot,partner,gen-ii-2008-partner,2017,79500,1560,Diesel,Warszawa,Mazowieckie,54800
75235,skoda,fabia,gen-ii-2007,2009,131399,1198,Gasoline,Nowy Staw,Pomorskie,15900
112351,seat,leon,gen-ii-2005-2012,2010,171000,1390,Gasoline,Częstochowa,Śląskie,19900
43723,volkswagen,tiguan,gen-i-2007-2016,2000,180000,1996,Gasoline,Rabka-Zdrój,Małopolskie,46900
72377,toyota,corolla,gen-e21-2019,2020,14404,1598,Gasoline,Słupsk,Pomorskie,102900
26811,bmw,seria-3,gen-e90-2005-2012,2009,203224,1995,Gasoline,Bojadła,Lubuskie,20900
17194,audi,a4-allroad,,2012,209000,1984,Gasoline,Jenin,Lubuskie,50500
54469,ford,ranger,,2021,1,1995,Diesel,Poznań,Wielkopolskie,158547
64919,renault,espace,gen-v-2015,2017,91800,1598,Diesel,Tarnowskie Góry,Śląskie,119999
71805,toyota,c-hr,,2019,10800,1197,Gasoline,Konstancin-Jeziorna,Mazowieckie,81900
49464,ford,focus,gen-mk3-2010,2018,158000,1596,LPG,Sokołów,Mazowieckie,45900
67609,renault,megane,gen-iv-2016,2018
[... Observation truncated due to length ...]
93426,hyundai,tucson,gen-iii-2015-2020,2016,110000,1685,Diesel,Tychy,Śląskie,80000
75450,skoda,fabia,gen-iii-2014,2018,51934,999,Gasoline,Warszawa,Mazowieckie,50900
81734,chevrolet,cruze,,2011,181565,1598,Gasoline,Pruszków,Mazowieckie,21900
62623,mercedes-benz,vito,gen-w447-2014,2018,117990,2143,Diesel,Puławy,Lubelskie,135900
55820,mercedes-benz,cla-klasa,,2018,93515,1991,Gasoline,Toruń,Kujawsko-pomorskie,105000
33827,bmw,x3,gen-e83-2003-2010,2006,220000,1995,Diesel,Czerwin,Mazowieckie,23500
67214,renault,megane,gen-iii-2008-2016,2013,157156,1598,Gasoline,Bielany Wrocławskie,Dolnośląskie,31500
56044,mercedes-benz,cla-klasa,,2015,211000,2143,Diesel,Zielona Góra,Lubuskie,82000
71910,toyota,camry,,2019,75457,2487,Hybrid,Poznań,Wielkopolskie,121900
105878,peugeot,207,,2010,188000,1560,Diesel,Częstochowa,Śląskie,15900
80356,skoda,superb,gen-iii-2015,2018,66000,1984,Gasoline,Warszawa,Mazowieckie,150500
18141,audi,a6,gen-c5-1997-2004,2004,230000,1984,Gasoline,Lublin,Lubelskie,11000
87939,honda,cr-v,gen-ii-2001-2006,2004,206356,1998,Gasoline,Płock,Mazowieckie,20900
110687,peugeot,partner,gen-ii-2008-partner,2008,188547,1560,Diesel,Krotoszyn,Wielkopolskie,17000
54268,ford,mustang-mach-e,,2021,20,0,Electric,Kraków,Małopolskie,229620
107059,peugeot,308,,2018,119300,1499,Diesel,Zabrze,Śląskie,55900
117478,volvo,xc-90,gen-ii-2014-xc-90,2016,95000,1969,Gasoline,Warszawa,Mazowieckie,126000
50015,ford,focus,gen-mk4-2018,2021,1,1498,Diesel,Chorzów,Śląskie,93450
114238,volvo,s60,gen-ii-2010-s60,2014,166980,1560,Diesel,Kraków,Małopolskie,49900
50636,ford,galaxy,gen-mk2-2006-2015,2008,220000,1997,Diesel,Rybnik,Śląskie,19950
23419,audi,rs5,,2010,285000,4163,Gasoline,Gdynia,Pomorskie,89000
87897,honda,accord,gen-viii-2008,2009,195000,2199,Diesel,Uniejów,Łódzkie,27900
87054,fiat,tipo,gen-ii-2016,2021,1,1368,Gasoline,Łódź,Łódzkie,64900
206,opel,adam,,2015,106000,999,Gasoline,Łódź,Łódzkie,38000
90982,hyundai,i30,gen-iii-2017,2021,1,1498,Gasoline,Warszawa,Mazowieckie,86400
110989,seat,altea,,2008,118900,1896,Diesel,Kotlin,Wielkopolskie,24900
6910,opel,insignia,gen-a-2008-2017,2009,258756,1956,Diesel,Kraków,Małopolskie,24900
98806,mazda,6,gen-ii-2007-2013-6,2008,240322,1998,Diesel,Skwierzyna,Lubuskie,21500
82948,citroen,c4-grand-picasso,,2007,199000,1997,Diesel,Zduńska Wola,Łódzkie,17900
52992,ford,mondeo,gen-mk4-2007-2014,2012,242000,2179,Diesel,Gniezno,Wielkopolskie,28900
27266,bmw,seria-3,gen-e90-2005-2012,2006,338000,1995,Diesel,Częstochowa,Śląskie,24999
79309,skoda,roomster,,2008,140000,1390,Gasoline,Gliwice,Śląskie,16000
8110,audi,a3,gen-8p-2003-2012,2003,220100,1984,Gasoline,Swarzędz,Wielkopolskie,10999
113252,seat,leon,gen-iii-2012,2017,92200,1395,Gasoline,Kalisz,Wielkopolskie,68900
98018,mazda,3,gen-iii-2013-3,2015,140000,1998,Gasoline,Gliwice,Śląskie,54000
70592,toyota,avensis,gen-ii-2003-2009,2006,205000,1998,Gasoline,Ostrów Mazowiecka,Mazowieckie,19900
108066,peugeot,407,,2006,303000,1560,Diesel,Brzeziny,Wielkopolskie,6500
24538,bmw,seria-1,gen-e87-2004-2013,2010,209958,1995,Gasoline,Sierakowice,Pomorskie,22900
10965,opel,signum,,2006,235000,1910,Diesel,Łomża,Podlaskie,11999
63335,renault,captur,,2015,33000,898,Gasoline,Przeźmierowo,Wielkopolskie,47900
84651,citroen,xsara-picasso,,2005,256800,1587,LPG,Kutno,Łódzkie,6900
96354,kia,sportage,gen-iii-2010-2015,2015,80000,1591,Gasoline,Stalowa Wola,Podkarpackie,64900
79575,skoda,superb,gen-ii-2008,2011,299000,1968,Diesel,Radom,Mazowieckie,32900
77373,skoda,octavia,gen-ii-2004-2013,2012,168000,1598,Diesel,Warszawa,Mazowieckie,24400
35222,volkswagen,arteon,,2022,1,1984,Gasoline,Radzyń Podlaski,Lubelskie,188000
89135,honda,civic,gen-viii-2006-2011,2014,88533,1339,Gasoline,Lublin,Lubelskie,46500
52256,ford,mondeo,gen-mk3-2000-2006,2004,105356,1798,Gasoline,Niechanowo,Wielkopolskie,6500
113569,volvo,c30,,2008,159000,1798,Gasoline,Włocławek,Kujawsko-pomorskie,18800
78603,skoda,octavia,gen-iii-2013,2016,93000,1798,Gasoline,Sosnowiec,Śląskie,59000
30535,bmw,seria-5,gen-f10-2009,2012,267000,1995,Diesel,Kielce,Świętokrzyskie,55500
8392,audi,a3,gen-8p-2003-2012,2009,150000,1595,Gasoline,Trzcinica,Wielkopolskie,28800
22662,audi,q5,gen-fy-2017,2018,67000,1984,Gasoline,Częstochowa,Śląskie,135900
52251,ford,mondeo,gen-mk3-2000-2006,2001,365000,1998,Diesel,Potępa,Śląskie,4900
104488,nissan,qashqai,gen-i-2007-2013,2010,203000,1995,Diesel,Jelenia Góra,Dolnośląskie,42333
64505,renault,clio,gen-v-2019,2021,10,999,LPG,Jankowo Dolne,Wielkopolskie,69600
26854,bmw,seria-3,gen-e90-2005-2012,2007,155235,2979,Gasoline,Ząbki,Mazowieckie,32900
3561,opel,astra,gen-k-2015,2017,77308,1598,Gasoline,Toruń,Kujawsko-pomorskie,41999
38660,volkswagen,golf,gen-viii-2020,2021,5,999,Gasoline,Katowice,Śląskie,92540
12666,audi,a3,gen-8p-2003-2012,2012,127829,1395,Gasoline,Warszawa,Mazowieckie,36500
61858,mercedes-benz,s-klasa,gen-w222-2013,2016,43600,4663,Gasoline,Warszawa,Mazowieckie,289900
13986,audi,a3,gen-8v-2012,2014,160200,1598,Diesel,Gorzów Wielkopolski,Lubuskie,49900
33159,bmw,x3,gen-f25-2010,2011,226550,2993,Diesel,Płock,Mazowieckie,69999
39504,volkswagen,multivan,,2015,120000,1968,Diesel,Olkusz,Małopolskie,219999
87538,fiat,tipo,gen-ii-2016,2018,29500,1248,Diesel,Kalisz,Wielkopolskie,48500
5258,opel,corsa,gen-e-2014,2018,28799,1398,Gasoline,Mysłowice,Śląskie,46100
48190,ford,focus,gen-mk2-2004-2011,2010,203300,1560,Diesel,Zabrze,Śląskie,15500
2695,opel,astra,gen-j-2009-2015,2015,118000,1598,Diesel,Turek,Wielkopolskie,31500
67563,renault,megane,gen-iv-2016,2017,118000,1598,Diesel,Bieruń,Śląskie,68000
62592,mercedes-benz,vito,gen-w447-2014,2020,32437,1950,Diesel,Poręba,Śląskie,185600
2568,opel,astra,gen-j-2009-2015,2014,154384,1598,Gasoline,Piaseczno,Mazowieckie,34000
40774,volkswagen,passat,gen-b7-2010-2014,2011,230000,1968,Diesel,Słubin,Zachodniopomorskie,29999
48984,ford,focus,gen-mk3-2010,2018,173720,1596,Gasoline,Kraków,Małopolskie,43900
114752,volvo,v40,gen-ii-2012-v40,2014,206000,1560,Diesel,Lublin,Lubelskie,34900
61228,mercedes-benz,e-klasa,gen-w213-2016,2021,21600,1950,Diesel,Wrocław,Dolnośląskie,269900
51214,ford,kuga,gen-ii-2012-kuga,2014,130000,1997,Diesel,Żary,Lubuskie,49900
38044,volkswagen,golf,gen-vii-2012,2018,55652,999,Gasoline,Gdańsk,Pomorskie,69900
105512,nissan,x-trail,gen-iii-2014-x-trail,2017,155000,1598,Diesel,Opoczno,Łódzkie,66900
8571,audi,a3,gen-8p-2003-2012,2010,114000,1390,Gasoline,Kozie Laski,Wielkopolskie,18400
39099,volkswagen,golf-sportsvan,,2018,58298,999,Gasoline,Gdynia,Pomorskie,69900
86779,fiat,punto,gen-ii-fl-2003,2014,98000,1368,Gasoline,Lublin,Lubelskie,28900
63704,renault,clio,gen-iii-2005-2012,2009,159500,1149,Gasoline,Reda,Pomorskie,12900
12185,opel,zafira,gen-c-2011,2014,189000,1956,Diesel,Piła,Wielkopolskie,35400
86807,fiat,punto,gen-ii-fl-2003,2004,290000,1242,LPG,Sosnowiec,Śląskie,2490
9268,opel,meriva,gen-i-2002-2010,2005,238000,1598,Gasoline,Opole Lubelskie,Lubelskie,9100
82798,citroen,c4-grand-picasso,,2014,215000,1598,Gasoline,Zblewo,Pomorskie,39900
74065,toyota,yaris,gen-iii-2011,2019,33749,1496,Gasoline,Wrocław,Dolnośląskie,57600
24300,bmw,m2,,2018,76270,2979,Gasoline,Warszawa,Mazowieckie,214900
23247,audi,q7,,2008,322546,4134,Diesel,Burzenin,Łódzkie,34900
89812,hyundai,elantra,gen-iv-2016-elantra,2021,5,1598,Gasoline,Rybnik,Śląskie,91260
55591,mercedes-benz,amg-gt,,2021,1,2999,Gasoline,Kraków,Małopolskie,612899
89789,hyundai,elantra,gen-iv-2016-elantra,2022,1,1598,Gasoline,Toruń,Kujawsko-pomorskie,95790
